name,id,indicator_group,indicator_topic,indicator_name,unit,url,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Angola,AO,Electricity,Supply,"Electricity generated from solar, wind, tide, wave and other sources (GWh)",GWh,/aep/country/angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Angola,AO,Electricity,Supply,Electricity generation per capita (KWh),KWh per capita,/aep/country/angola,87.89045715,94.4458847,101.1230545,109.5950928,118.8928909,135.6856995,146.0340271,153.2073364,180.6114349,185.0147858,233.128067,233.3334503,238.9709167,309.1202698,352.1483765,350.4754333,359.5888977,359.9171143,424.9198914,424.901947,426.1945801,428.7687988,NULL
Angola,AO,Electricity,Supply,"Electricity generation, Total (GWh)",GWh,/aep/country/angola,1445,1604,1777,1995,2243,2653,2959,3217,3930,4172,5448,5651,5997.250488,8036.614258,9480,9764,10361,10719.83984,13076.56641,13506.59668,13990.86328,14532.9043,NULL
Angola,AO,Electricity,Supply,Electricity import (GWh),GWh,/aep/country/angola,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Angola,AO,Electricity,Supply,Electricity: Net imports ( GWh ),GWh,/aep/country/angola,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Angola,AO,Electricity,Technical,Electricity installed capacity in Bioenergy (MW),MW,/aep/country/angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,51,51,51,51,51,51,51
Angola,AO,Electricity,Technical,Electricity installed capacity in Fossil fuels (MW),MW,/aep/country/angola,194.1999969,197.3999939,197.3999939,197.3999939,199.3999939,199.3999939,200.4160004,230.4160004,232.5160065,232.5160065,388.5159912,543.815979,831.315979,1204.015991,1318.515991,1376.515991,1384.515991,2336.855957,2336.855957,2356.855957,2356.855957,2356.855957,2356.855957
Angola,AO,Electricity,Technical,Electricity installed capacity in Geothermal (MW),MW,/aep/country/angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AO,Electricity,Technical,Electricity installed capacity in Hydropower (MW),MW,/aep/country/angola,235.5789948,235.5789948,235.5789948,235.5789948,495.57901,495.57901,495.57901,755.5789795,787.5789795,787.5789795,787.5789795,787.5789795,873.1790161,953.1790161,969.1790161,969.1790161,1700.438965,2393.279053,3061.279053,3395.279053,3729.279053,3729.279053,3729.279053
Angola,AO,Electricity,Technical,Electricity installed capacity in Non-renewable energy (MW),MW,/aep/country/angola,194.1999969,197.3999939,197.3999939,197.3999939,199.3999939,199.3999939,200.4160004,230.4160004,232.5160065,232.5160065,388.5159912,543.815979,831.315979,1204.015991,1318.515991,1376.515991,1384.515991,2336.855957,2336.855957,2356.855957,2356.855957,2356.855957,2356.855957
Angola,AO,Electricity,Technical,Electricity installed capacity in Nuclear (MW),MW,/aep/country/angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AO,Electricity,Technical,Electricity installed capacity in Solar (MW),MW,/aep/country/angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.319999993,0.319999993,0.328000009,0.423999995,0.437000006,1.366000056,1.373999953,1.440999985,285.4599915
Angola,AO,Electricity,Technical,Electricity installed capacity in Total renewable energy (MW),MW,/aep/country/angola,235.5789948,235.5789948,235.5789948,235.5789948,495.57901,495.57901,495.57901,755.5789795,787.5789795,787.5789795,787.5789795,787.5789795,873.1790161,953.2000122,1020.499023,1020.499023,1751.766968,2444.702881,3112.716064,3447.64502,3781.653076,3781.719971,4065.739014
Angola,AO,Electricity,Technical,Electricity installed capacity in Wind (MW),MW,/aep/country/angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AO,Electricity,Technical,Electricity installed capacity in other Non-renewable energy (MW),MW,/aep/country/angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AO,Electricity,Technical,"Electricity installed capacity, Total (MW)",MW,/aep/country/angola,429.7789917,432.9790039,432.9790039,432.9790039,694.9790039,694.9790039,695.9949951,985.9949951,1020.094971,1020.094971,1176.094971,1331.39502,1704.494995,2157.216064,2339.014893,2397.014893,3136.282959,4781.559082,5449.571777,5804.500977,6138.508789,6138.576172,6422.595215
Benin,BJ,Electricity,Access,Population access to electricity-National (% of population),% of population,/aep/country/benin,21.5,21.89999962,23.39999962,24.29999924,25.20000076,26.10000038,27.89999962,28,29,30,34.20000076,36.90000153,38.40000153,34.70000076,34.09999847,29.60000038,37,34.5,39,40,41,42,56.5
Benin,BJ,Electricity,Access,Population access to electricity-Rural (% of population),% of population,/aep/country/benin,5.400000095,4.400000095,6.800000191,7.400000095,7.900000095,8.5,7.900000095,9.699999809,10.30000019,10.89999962,10.60000038,13.60000038,14.60000038,13.39999962,16.20000076,11.10000038,15.19999981,17.20000076,16.29999924,16.89999962,17.39999962,18,45.5
Benin,BJ,Electricity,Access,Population access to electricity-Urban (% of population),% of population,/aep/country/benin,47.40079498,49.67805862,49.32507324,50.14587402,51.10780334,51.91083908,56.62181854,53.73509598,54.75111771,55.75686646,65.36478424,67.03010559,68.53710938,61.11248016,55.83181763,51.5862236,62.35687637,54.19110489,64.27911377,65.16453552,66.14552307,67.00717163,67.70687866
Benin,BJ,Electricity,Access,Population with access to electricity-National (millions of people),Millions of people,/aep/country/benin,1.476179004,1.549803972,1.707121968,1.827494025,1.953001022,2.083359957,2.292512894,2.367341042,2.522104979,2.683410883,3.146146059,3.491034985,3.735996962,3.471544027,3.507767916,3.130481005,4.022750854,3.855612993,4.479411125,4.720635891,4.970420837,5.22883606,7.221552849
Benin,BJ,Electricity,Access,Population with access to electricity-Rural (millions of people),Millions of people,/aep/country/benin,0.228637993,0.191028997,0.302435011,0.336495012,0.367110997,0.403409988,0.382669002,0.479292989,0.518938005,0.55983001,0.554907978,0.725573003,0.793672979,0.742121994,0.913784027,0.637507975,0.888617992,1.023234963,0.986401021,1.039891958,1.088140011,1.143491983,2.934884071
Benin,BJ,Electricity,Access,Population with access to electricity-Urban (millions of people),Millions of people,/aep/country/benin,1.247539997,1.35877502,1.404685974,1.490998983,1.585888982,1.679949999,1.909844041,1.888048053,2.003166914,2.123580933,2.591237068,2.765461922,2.942322969,2.729422092,2.593982935,2.492971897,3.134131908,2.832376003,3.49300909,3.680742979,3.882280111,4.085342884,4.286667824
Benin,BJ,Electricity,Access,Population without access to electricity-National (millions of people),Millions of people,/aep/country/benin,5.389771938,5.526928902,5.588272095,5.693060875,5.797002792,5.898865223,5.924383163,6.087450027,6.174810886,6.261294842,6.053112984,5.969767094,5.993163109,6.532906055,6.778942108,7.445468903,6.849548817,7.320076942,7.006258965,7.080954075,7.152558804,7.220774174,5.559957027
Benin,BJ,Electricity,Access,Population without access to electricity-Rural (millions of people),Millions of people,/aep/country/benin,4.005414963,4.150541782,4.145143986,4.210734844,4.279863834,4.342591763,4.461243153,4.461875916,4.519299984,4.576231003,4.680078983,4.609527111,4.642449856,4.796102047,4.726861,5.105811119,4.957559109,4.925810814,5.065145016,5.11331892,5.165542126,5.209246159,3.5154109
Benin,BJ,Electricity,Access,Population without access to electricity-Urban (millions of people),Millions of people,/aep/country/benin,1.384358048,1.376387,1.443128943,1.482326031,1.517140031,1.556272984,1.463140011,1.625573993,1.655511022,1.685063958,1.373034954,1.360239983,1.350713968,1.736804962,2.052083969,2.339660883,1.891988993,2.394269943,1.941118956,1.967640996,1.987022996,2.011532068,2.044548035
Benin,BJ,Electricity,Supply,Electricity export (GWh),GWh,/aep/country/benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.434900045,NULL
Benin,BJ,Electricity,Supply,Electricity final consumption (GWh),GWh,/aep/country/benin,399,435,498,498,486,545,589,614,672,748,786,842,877,911,985,1127.797485,1149,1139.356567,1182.64856,1213.898315,1247.578369,1408.53186,NULL
Benin,BJ,Electricity,Supply,Electricity final consumption per capita (KWh),KWh per capita,/aep/country/benin,58.112854,61.46904373,68.26224518,66.21851349,62.70964432,68.27670288,71.68157196,72.62154388,77.26876831,83.62488556,85.44166565,88.99879456,90.14138794,91.05947876,95.75461578,106.6378937,105.6814117,101.9495926,102.9673462,102.8588486,102.9101791,113.1386414,NULL
Benin,BJ,Electricity,Supply,Electricity generated from biofuels and waste (GWh),GWh,/aep/country/benin,0,0,0,0,0,0,4,3,3,1,1,1,1,1,1,1.010666609,1.021411777,1.032245994,1.032245994,1.043164134,1.054190278,1.064732194,NULL
Benin,BJ,Electricity,Supply,Electricity generated from fossil fuels (GWh),GWh,/aep/country/benin,132,127,151,159,178,235,324,406,229,138,150,153,160,172,239,323,335,324.5645447,216.9082947,221.6488495,226.49646,917.1116333,NULL
Benin,BJ,Electricity,Supply,Electricity generated from geothermal energy (GWh),GWh,/aep/country/benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Benin,BJ,Electricity,Supply,Electricity generated from hydropower (GWh),GWh,/aep/country/benin,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Benin,BJ,Electricity,Supply,Electricity generated from nuclear power (GWh),GWh,/aep/country/benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
Benin,BJ,Electricity,Supply,Electricity generated from renewable sources (GWh),GWh,/aep/country/benin,2,2,2,2,1,1,4,3,3,1,1,1,1,1,8,6.01066637,6.021411896,6.093496323,6.155528069,6.239748478,6.334909916,16.03632736,NULL
Benin,BJ,Electricity,Supply,"Electricity generated from solar, wind, tide, wave and other sources (GWh)",GWh,/aep/country/benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,5.06125021,5.123281956,5.196584225,5.280719757,14.97159481,NULL
Benin,BJ,Electricity,Supply,Electricity generation per capita (KWh),KWh per capita,/aep/country/benin,19.51659775,18.22875023,20.97213745,21.40799522,23.0967617,29.56569099,39.91775131,48.37493896,26.67612267,15.53991795,16.41436577,16.27768898,16.54819107,17.29230499,24.01156425,31.10932732,31.36607742,29.58726501,19.42105293,19.30999184,19.20578957,74.95398712,NULL
Benin,BJ,Electricity,Supply,"Electricity generation, Total (GWh)",GWh,/aep/country/benin,134,129,153,161,179,236,328,409,232,139,151,154,161,173,247,329.0106812,341.0214233,330.6580505,223.0638275,227.8885956,232.8313751,933.1479492,NULL
Benin,BJ,Electricity,Supply,Electricity import (GWh),GWh,/aep/country/benin,374,456,533,513,578,595,589,662,662,866,935,931,983,987.5346069,968,1046,1088,1169.706055,1293.172974,1396.827026,1512.947021,607.4348755,NULL
Benin,BJ,Electricity,Supply,Electricity: Net imports ( GWh ),GWh,/aep/country/benin,374,456,533,513,578,595,589,662,662,866,935,931,983,987.5346069,968,1046,1088,1169.706055,1293.172974,1396.827026,1512.947021,606,NULL
Benin,BJ,Electricity,Technical,Electricity installed capacity in Bioenergy (MW),MW,/aep/country/benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,BJ,Electricity,Technical,Electricity installed capacity in Fossil fuels (MW),MW,/aep/country/benin,56,60,60,60,60,61,142,169,193,144,98,99,61,139.8899994,100,100,200,200,174,301,301,301,301
Benin,BJ,Electricity,Technical,Electricity installed capacity in Geothermal (MW),MW,/aep/country/benin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,BJ,Electricity,Technical,Electricity installed capacity in Hydropower (MW),MW,/aep/country/benin,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
